score_id
20170328032059
20170328034250
20170328034302
20170328040318
20170328052013
20170328052357
20170328120443
20170328123831
20170328135332
20170328135415
20170328191023
20170328122742
20170328123606
20170328142914
20170328200715
20170328201036
20170328201139
20170328123905
20170328192050
20170328192326
20170329022812
20170329024118
20170329024214
20170329024336
20170329024621
20170329024705
20170329024742
20170329025429
20170329025541
20170329030608
20170329031255
20170329033720
20170329033839
20170328052453
20170329034114
20170329035630
20170329035654
20170329035705
20170329035716
20170329035726
20170329033053
20170329035814
20170329035858
20170328192026
20170329184353
20170329184613
20170329184635

20170329223807
20170329184715
20170329184828
20170329185206
20170329185522
20170330150231
20170330203843
20170330203728
20170330203435
20170330202901
20170330151013
20170330150823
20170328051954
20170328052013
20170328052336
20170328052345
20170328052357
20170328052453
20170328120424
20170328120443
20170328120547
20170328135332
20170328135352
20170328135357
20170328135415
20170328141335
20170328141420
20170328142706
20170328142800
20170328142902

20170403183622
20170403183701
20170403183614
20170403183800
20170403183721
20170403212955

